"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"";"AC";"ACRELÂNDIA";"Vereador";"11.500";"FRANCISCA ELISANGELA DA SILVA BARBOSA";"PP";"Suplente";"0";"0,000"
"";"AC";"ACRELÂNDIA";"Vereador";"11.900";"GREYCE DA SILVA PEREIRA";"PP";"Suplente";"0";"0,000"
"";"AC";"ACRELÂNDIA";"Vereador";"19.111";"JOÃO GARCIA RODRIGUES";"PTN";"Eleito por QP";"253";"3,418"
"";"AC";"ACRELÂNDIA";"Vereador";"40.333";"BENEDITA MARTINS DE SOUZA";"PSB";"Suplente";"116";"1,567"
"";"AC";"ACRELÂNDIA";"Vereador";"40.555";"RAIMUNDO NONATO ROCHA DE SOUZA";"PSB";"Suplente";"115";"1,554"
"";"AC";"ACRELÂNDIA";"Vereador";"19.777";"PAUMIRIM LUIS BERTO";"PTN";"Suplente";"101";"1,365"
"";"AC";"ACRELÂNDIA";"Vereador";"19.123";"DJALMA VAUNE DE BRITO";"PTN";"Suplente";"86";"1,162"
"";"AC";"ACRELÂNDIA";"Vereador";"40.234";"ANTONIO MORAIS DE SALES";"PSB";"Suplente";"44";"0,595"
"";"AC";"ACRELÂNDIA";"Vereador";"19.456";"KEILA NOGUEIRA DE ASSUNÇÃO";"PTN";"Suplente";"33";"0,446"
"";"AC";"ACRELÂNDIA";"Vereador";"10.222";"ADIMAR DE SOUZA PIEDADE";"PRB";"Suplente";"24";"0,324"
"";"AC";"ACRELÂNDIA";"Vereador";"19.505";"MARIA ANTONIA DA SILVA MAIA";"PTN";"Suplente";"18";"0,243"
"";"AC";"ACRELÂNDIA";"Vereador";"40.140";"RONIVALDO VICTOR DA SILVA";"PSB";"Suplente";"8";"0,108"
"";"AC";"ACRELÂNDIA";"Vereador";"70.000";"SEBASTIAO MIGUEL DE BRITO";"PT do B";"Não eleito";"154";"2,081"
